市町名,親番号,エリア名,エリア説明文,通し番号,緯度,経度
勝山市,300019,スーベニアショップふらぷとる エリア,世界3大恐竜博物館の一つ、福井県立恐竜博物館前の第一駐車場のジオターミナルにあるスーベニアショップラプトル。普段手に入れることができない恐竜のお土産があり、オリジナルのメニューが楽しめるレストランザウルスキッチンも併設されています。,25,36.083927,136.507083,
